id,area,quartos,banheiros,garagem,idade,localizacao,tipo_imovel,preco
514,92,5,3,3,11,Zona Leste,Casa,150678
515,219,3,2,1,10,Zona Leste,Apartamento,812967
516,154,2,3,3,29,Zona Leste,Studio,535475
517,179,3,2,1,12,Zona Sul,Casa,853354
518,343,5,1,1,46,Zona Oeste,Casa,312026
519,87,4,3,2,24,Zona Oeste,Casa,513018
520,371,2,2,2,24,Zona Norte,Apartamento,160380
521,334,1,2,0,16,Zona Leste,Apartamento,643384
522,209,1,2,1,11,Centro,Studio,360281
523,199,3,3,3,10,Zona Norte,Cobertura,164626
524,355,4,1,1,9,Zona Oeste,Apartamento,1853874
525,300,1,2,2,16,Zona Oeste,Studio,465436
526,83,3,3,1,44,Zona Leste,Cobertura,1914401
527,473,5,2,0,15,Zona Sul,Casa,1323017
528,130,3,1,3,19,Zona Norte,Cobertura,930438
529,293,3,1,1,48,Zona Sul,Apartamento,1460107
530,82,3,1,3,4,Zona Oeste,Studio,867417
531,89,2,3,3,40,Zona Leste,Casa,1293537
532,137,3,2,2,31,Zona Oeste,Casa,1004454
533,34,3,3,1,26,Zona Leste,Cobertura,772818
534,132,2,2,3,3,Centro,Cobertura,210942
535,225,2,3,2,40,Zona Sul,Apartamento,440384
536,291,5,2,0,47,Zona Norte,Casa,307690
537,394,4,3,0,6,Zona Leste,Cobertura,1051015
538,401,1,2,1,45,Centro,Casa,1373703
539,379,1,3,3,13,Centro,Studio,1493645
540,76,3,1,1,38,Zona Sul,Studio,108204
541,384,5,3,3,23,Zona Leste,Apartamento,558121
542,340,3,1,2,47,Zona Norte,Casa,287248
543,453,1,1,0,17,Zona Norte,Cobertura,1625562
544,337,2,2,0,37,Zona Norte,Studio,973253
545,173,4,1,0,38,Zona Oeste,Studio,791731
546,298,5,1,0,39,Zona Oeste,Apartamento,1445748
547,399,2,2,1,0,Zona Leste,Studio,751533
548,153,4,3,3,16,Zona Norte,Apartamento,944759
549,135,5,3,1,25,Centro,Casa,852679
550,187,5,1,2,21,Zona Norte,Cobertura,1418534
551,176,1,3,0,38,Zona Leste,Casa,1113700
552,174,2,1,3,17,Zona Norte,Casa,1964453
553,149,5,3,1,37,Zona Sul,Casa,1470023
554,348,5,3,3,27,Zona Norte,Cobertura,543656
555,304,4,3,1,20,Centro,Casa,436888
556,121,1,1,3,37,Zona Leste,Casa,639456
557,87,3,2,3,32,Zona Leste,Apartamento,202886
558,468,1,3,0,29,Centro,Apartamento,1857587
559,375,3,3,1,41,Zona Leste,Apartamento,1513509
560,258,2,3,2,7,Zona Norte,Cobertura,1444095
561,146,2,1,3,29,Zona Leste,Studio,1906284
562,347,5,2,2,38,Zona Norte,Studio,198086
563,308,2,1,0,8,Zona Leste,Casa,598663
564,156,5,3,2,32,Zona Norte,Studio,390938
565,422,1,1,3,42,Zona Norte,Casa,102836
566,425,2,3,3,28,Centro,Apartamento,292548
567,158,1,3,3,30,Centro,Casa,878949
568,87,1,1,1,2,Zona Oeste,Cobertura,1051038
569,151,2,3,2,49,Centro,Studio,1423510
570,30,1,3,1,37,Zona Norte,Casa,1135790
571,268,2,2,3,10,Zona Norte,Apartamento,1372724
572,319,2,1,3,4,Zona Leste,Cobertura,1720564
573,125,2,1,0,30,Zona Leste,Casa,607995
574,155,3,3,0,19,Zona Oeste,Casa,340592
575,147,1,3,3,3,Zona Norte,Casa,1665357
576,77,4,1,1,7,Zona Oeste,Cobertura,1320038
577,118,2,1,1,41,Zona Norte,Casa,1854838
578,266,1,1,3,34,Centro,Apartamento,685580
579,402,5,3,2,12,Zona Leste,Apartamento,133161
580,414,2,2,1,48,Zona Oeste,Apartamento,387313
581,301,2,2,3,4,Zona Sul,Apartamento,455137
582,218,4,3,0,39,Zona Norte,Cobertura,698901
583,221,3,3,3,18,Centro,Apartamento,1675916
584,476,3,3,1,17,Zona Sul,Apartamento,534680
585,98,2,1,3,32,Centro,Studio,1366804
586,307,1,3,2,3,Centro,Apartamento,283974
587,378,5,1,2,17,Zona Norte,Cobertura,888209
588,276,5,2,1,45,Centro,Studio,1761717
589,480,1,3,3,23,Zona Oeste,Studio,1816565
590,105,2,3,2,42,Zona Sul,Cobertura,1930313
591,183,5,1,2,28,Centro,Studio,589941
592,173,3,1,0,30,Centro,Casa,861989
593,464,1,1,1,27,Zona Leste,Apartamento,1610253
594,115,4,2,0,8,Zona Leste,Casa,1024324
595,214,2,2,0,44,Zona Oeste,Cobertura,1947507
596,314,1,3,2,25,Zona Leste,Casa,165029
597,491,5,3,3,48,Centro,Cobertura,821480
598,249,2,1,0,46,Centro,Casa,1928252
599,98,3,2,1,1,Zona Sul,Apartamento,1484804
600,76,2,3,1,5,Zona Leste,Cobertura,1884260
601,123,2,1,3,28,Zona Norte,Cobertura,793324
602,267,3,1,1,25,Zona Leste,Cobertura,832442
603,475,3,2,0,27,Centro,Studio,1027446
604,482,2,2,3,6,Zona Sul,Apartamento,347460
605,233,3,3,1,33,Zona Leste,Studio,1224013
606,429,1,3,1,44,Zona Sul,Studio,1152257
607,247,3,1,0,9,Zona Leste,Apartamento,1550520
608,461,3,1,0,47,Zona Oeste,Cobertura,1855556
609,370,2,1,0,40,Centro,Studio,1517366
610,68,1,3,0,39,Centro,Studio,896379
611,129,4,2,3,46,Zona Norte,Cobertura,577686
612,318,4,3,3,21,Centro,Apartamento,1148217
613,283,5,2,3,26,Zona Norte,Apartamento,214251
614,251,3,3,2,38,Centro,Apartamento,313879
615,386,3,3,0,21,Zona Leste,Studio,1716819
616,52,1,2,0,18,Zona Leste,Apartamento,1233058
617,279,4,3,3,35,Zona Oeste,Apartamento,1371368
618,39,5,3,1,8,Zona Leste,Studio,1352974
619,275,1,1,1,18,Zona Sul,Apartamento,1720302
620,354,3,2,0,1,Zona Leste,Casa,270567
621,129,4,2,0,27,Zona Norte,Apartamento,1317947
622,319,5,1,3,38,Zona Oeste,Apartamento,1983390
623,209,2,2,0,21,Zona Sul,Cobertura,1682297
624,252,4,1,1,5,Zona Sul,Studio,152984
625,423,5,2,1,46,Centro,Cobertura,611265
626,279,1,2,0,6,Zona Norte,Casa,1413619
627,176,2,2,3,5,Zona Leste,Apartamento,590048
628,471,5,2,3,32,Zona Leste,Cobertura,1042039
629,125,5,1,1,13,Centro,Cobertura,1932220
630,286,3,1,3,0,Zona Leste,Casa,1127587
631,354,4,2,1,24,Zona Sul,Apartamento,422243
632,33,3,3,0,5,Zona Leste,Cobertura,1465622
633,45,2,1,1,27,Zona Leste,Apartamento,1869149
634,309,5,2,0,17,Zona Sul,Casa,1372485
635,365,3,1,3,26,Zona Norte,Casa,1265543
636,276,4,3,2,48,Zona Norte,Apartamento,1842465
637,287,2,3,2,1,Zona Sul,Casa,797308
638,413,1,3,2,39,Zona Sul,Studio,1931792
639,189,3,2,1,20,Zona Oeste,Cobertura,1220859
640,369,2,2,2,22,Zona Oeste,Studio,1811740
641,181,1,3,1,1,Zona Leste,Studio,864715
642,425,3,1,3,15,Zona Leste,Casa,1275758
643,207,2,1,0,3,Zona Oeste,Casa,1477905
644,192,2,3,2,33,Zona Leste,Apartamento,1576968
645,409,3,2,1,4,Zona Norte,Studio,1801214
646,62,2,1,3,48,Zona Norte,Cobertura,405524
647,446,5,1,3,33,Centro,Apartamento,862980
648,474,3,1,2,21,Zona Oeste,Apartamento,262335
649,208,2,2,3,45,Zona Norte,Apartamento,1244277
650,456,1,3,3,19,Centro,Casa,966434
651,130,1,2,3,38,Zona Sul,Casa,944304
652,297,5,1,1,46,Zona Norte,Apartamento,187516
653,352,3,3,3,49,Centro,Casa,1141655
654,94,2,2,3,12,Zona Leste,Casa,631830
655,446,2,3,3,43,Centro,Apartamento,789547
656,197,1,1,3,33,Zona Norte,Cobertura,1383647
657,359,5,2,3,43,Zona Leste,Cobertura,779870
658,72,1,3,1,5,Zona Leste,Casa,661229
659,73,1,2,3,28,Centro,Cobertura,1740135
660,314,5,1,3,32,Centro,Cobertura,1259208
661,426,3,3,0,0,Zona Norte,Casa,1343393
662,41,2,1,3,46,Zona Leste,Cobertura,1588052
663,124,3,3,3,47,Zona Oeste,Casa,1644481
664,331,4,1,1,6,Centro,Studio,1411868
665,415,4,1,3,21,Zona Oeste,Apartamento,1844727
666,282,4,2,1,31,Zona Oeste,Cobertura,1179919
667,271,5,1,2,13,Zona Leste,Apartamento,1924211
668,64,1,2,3,23,Zona Norte,Apartamento,1751946
669,244,3,1,0,18,Zona Oeste,Casa,1715347
670,366,2,1,1,26,Zona Norte,Cobertura,1061225
671,119,4,1,2,22,Centro,Cobertura,975047
672,293,3,3,0,44,Zona Leste,Studio,567654
673,122,4,2,1,20,Zona Sul,Cobertura,715360
674,439,4,3,2,43,Zona Leste,Cobertura,571862
675,487,2,2,0,28,Zona Sul,Casa,701725
676,119,5,1,3,0,Centro,Apartamento,753385
677,447,1,3,0,30,Zona Norte,Studio,1598802
678,144,5,2,0,26,Centro,Cobertura,1476260
679,134,3,1,0,43,Zona Leste,Cobertura,1743319
680,420,5,2,1,35,Zona Sul,Studio,1369877
681,225,3,2,3,26,Zona Sul,Casa,708999
682,343,3,1,3,14,Zona Leste,Cobertura,260404
683,143,1,3,1,24,Zona Leste,Cobertura,523225
684,104,2,1,0,47,Centro,Studio,506728
685,442,1,3,3,14,Zona Oeste,Apartamento,574972
686,405,5,2,0,39,Zona Sul,Cobertura,1617086
687,449,3,2,3,18,Zona Leste,Cobertura,844172
688,246,4,2,1,46,Centro,Apartamento,958541
689,306,4,3,2,49,Zona Oeste,Cobertura,1866042
690,278,3,1,0,10,Zona Norte,Apartamento,826725
691,193,1,3,3,40,Zona Leste,Casa,623882
692,423,2,2,3,32,Zona Oeste,Apartamento,671550
693,386,1,2,3,40,Zona Norte,Apartamento,876872
694,486,3,1,1,22,Zona Norte,Cobertura,824268
695,437,3,3,1,11,Centro,Cobertura,777283
696,221,2,2,2,1,Zona Sul,Studio,1242017
697,256,5,3,1,42,Zona Leste,Cobertura,875229
698,206,5,3,0,20,Zona Oeste,Cobertura,979252
699,128,2,1,1,13,Zona Norte,Apartamento,322369
700,65,5,1,3,33,Zona Sul,Casa,795381
701,495,4,2,0,14,Zona Norte,Cobertura,1727148
702,125,5,1,1,20,Zona Leste,Apartamento,1045426
703,181,5,3,0,22,Zona Leste,Studio,1382464
704,180,5,1,0,20,Centro,Studio,1133339
705,219,4,3,1,49,Zona Leste,Casa,1571333
706,253,5,2,0,13,Zona Leste,Casa,1086160
707,66,4,3,3,20,Zona Leste,Casa,1440325
708,297,2,1,3,11,Zona Sul,Apartamento,294300
709,398,1,1,1,41,Zona Oeste,Cobertura,1727858
710,212,2,2,1,45,Zona Oeste,Apartamento,782566
711,42,1,1,3,46,Zona Leste,Studio,145326
712,308,2,2,1,4,Zona Oeste,Studio,269509
713,246,1,2,3,1,Zona Leste,Cobertura,615224
714,384,1,1,0,21,Zona Oeste,Casa,353244
715,390,3,3,1,5,Zona Oeste,Studio,1355381
716,315,1,2,2,43,Zona Norte,Casa,596342
717,302,1,3,3,1,Zona Sul,Apartamento,1734825
718,398,3,1,3,28,Zona Norte,Casa,1671427
719,91,5,3,0,35,Zona Norte,Apartamento,963076
720,113,5,3,2,6,Zona Oeste,Cobertura,1114705
721,397,3,3,2,15,Centro,Casa,1029658
722,246,4,3,2,32,Centro,Cobertura,1536137
723,371,1,1,3,32,Zona Sul,Casa,1571273
724,426,1,1,3,13,Zona Leste,Studio,721289
725,216,3,3,2,42,Zona Oeste,Cobertura,1526630
726,48,3,1,1,11,Zona Sul,Casa,1964115
727,206,4,1,2,42,Zona Norte,Cobertura,1114445
728,129,5,2,0,5,Zona Oeste,Casa,1191800
729,425,2,1,2,11,Zona Norte,Apartamento,1944733
730,474,5,3,2,30,Zona Sul,Cobertura,1988953
731,262,1,1,2,11,Centro,Studio,1629320
732,432,3,1,1,9,Zona Sul,Cobertura,1452471
733,105,4,1,2,39,Zona Oeste,Apartamento,599268
734,294,5,1,2,26,Zona Oeste,Apartamento,1096600
735,484,4,2,3,6,Zona Leste,Studio,586484
736,313,5,3,2,45,Centro,Apartamento,1753415
737,235,1,3,0,35,Zona Oeste,Studio,319539
738,252,2,1,3,32,Centro,Casa,1239740
739,413,4,1,1,26,Zona Oeste,Apartamento,1986714
740,81,4,2,3,7,Centro,Casa,242867
741,368,2,1,1,4,Zona Sul,Casa,1084721
742,396,4,2,1,7,Centro,Apartamento,716707
743,173,4,3,0,39,Zona Norte,Studio,103722
744,402,5,3,2,20,Zona Sul,Studio,1700766
745,98,5,2,0,23,Zona Oeste,Studio,1019540
746,128,2,3,3,6,Zona Oeste,Apartamento,615007
747,425,1,1,1,18,Zona Leste,Casa,1413877
748,54,4,1,3,30,Zona Norte,Cobertura,1574099
749,465,1,2,1,35,Zona Leste,Cobertura,427466
750,408,2,3,3,26,Zona Sul,Apartamento,1160493
751,498,2,3,1,28,Zona Leste,Cobertura,1142348
752,82,5,2,0,22,Zona Sul,Casa,929851
753,180,4,2,1,19,Zona Leste,Cobertura,107555
754,173,3,3,2,5,Centro,Studio,1041455
755,86,2,2,0,11,Zona Sul,Casa,1124421
756,68,4,1,2,49,Zona Sul,Apartamento,1591902
757,138,1,3,3,11,Centro,Apartamento,1966390
758,210,5,2,3,49,Centro,Studio,1688214
759,71,1,2,1,2,Zona Norte,Cobertura,1621299
760,215,2,2,1,41,Centro,Apartamento,228452
761,452,2,3,3,38,Zona Leste,Apartamento,1371806
762,427,1,1,0,34,Centro,Casa,747762
763,252,2,1,2,18,Centro,Casa,588596
764,151,4,3,3,44,Zona Sul,Casa,151369
765,162,2,2,0,3,Zona Sul,Casa,1928164
766,192,5,3,2,30,Centro,Apartamento,1888685
767,244,4,3,1,41,Zona Norte,Casa,952195
768,250,3,2,0,37,Zona Sul,Studio,1205221
769,264,2,3,0,32,Zona Leste,Studio,771748
770,360,2,1,3,5,Zona Leste,Casa,935735
771,175,5,3,2,7,Centro,Casa,814972
772,268,5,2,3,27,Centro,Cobertura,504737
773,105,1,3,1,14,Zona Norte,Casa,1249957
774,38,1,1,1,30,Centro,Apartamento,1859521
775,103,1,3,2,7,Zona Oeste,Studio,394091
776,471,5,3,2,5,Zona Oeste,Studio,1241013
777,430,1,3,2,28,Centro,Apartamento,1742371
778,282,1,3,3,45,Zona Oeste,Casa,1542796
779,259,3,2,2,33,Zona Leste,Cobertura,948752
780,36,1,1,2,6,Centro,Studio,1663781
781,203,2,1,3,39,Zona Leste,Cobertura,370146
782,170,5,1,1,9,Zona Leste,Studio,988396
783,197,4,3,1,12,Zona Oeste,Cobertura,1145462
784,199,3,1,0,21,Zona Norte,Studio,1108610
785,422,5,2,1,20,Zona Leste,Cobertura,991225
786,463,5,3,2,0,Zona Oeste,Casa,508691
787,312,2,3,1,40,Zona Norte,Casa,1207656
788,151,1,1,3,41,Zona Oeste,Apartamento,1125622
789,223,2,3,1,1,Zona Oeste,Apartamento,1462499
790,34,1,3,1,28,Centro,Cobertura,1142337
791,58,1,1,0,10,Zona Sul,Cobertura,628996
792,194,5,2,0,36,Zona Norte,Studio,1482343
793,451,1,2,2,49,Zona Oeste,Apartamento,253912
794,368,3,1,3,6,Zona Leste,Apartamento,1455172
795,165,3,2,2,34,Zona Leste,Studio,642597
796,394,3,2,3,29,Zona Sul,Cobertura,236774
797,350,5,2,3,15,Zona Norte,Apartamento,1894220
798,371,2,3,0,14,Centro,Cobertura,1272648
799,174,4,3,1,39,Zona Norte,Casa,1026822
800,356,1,3,1,19,Zona Leste,Cobertura,1476483
801,246,4,2,0,27,Zona Leste,Casa,975652
802,330,2,3,2,36,Centro,Casa,529627
803,161,2,2,1,2,Centro,Studio,192098
804,321,5,1,2,28,Zona Leste,Studio,234800
805,99,3,2,1,36,Zona Oeste,Casa,1878898
806,281,3,3,2,8,Zona Oeste,Studio,465676
807,444,2,2,3,26,Centro,Apartamento,1867616
808,304,5,3,3,31,Zona Oeste,Apartamento,1065988
809,474,5,3,1,47,Centro,Cobertura,505174
810,393,1,1,2,45,Zona Norte,Casa,874664
811,211,3,1,2,49,Zona Norte,Cobertura,382243
812,196,2,3,3,38,Zona Norte,Casa,694345
813,120,4,2,2,30,Centro,Casa,1232617
814,231,3,1,0,46,Centro,Cobertura,516863
815,375,1,1,2,25,Zona Oeste,Cobertura,1722358
816,48,5,3,3,39,Zona Oeste,Cobertura,1898514
817,68,2,2,0,2,Zona Oeste,Cobertura,1695792
818,155,3,1,0,10,Zona Sul,Apartamento,143891
819,480,4,1,2,28,Centro,Casa,1464189
820,202,1,2,3,26,Zona Norte,Studio,964895
821,170,1,1,3,49,Zona Norte,Casa,130207
822,271,3,2,3,46,Zona Sul,Apartamento,803322
823,249,4,3,0,9,Zona Sul,Casa,312472
824,155,1,1,3,34,Zona Norte,Apartamento,1649646
825,87,2,3,0,46,Centro,Casa,1847317
826,177,1,2,0,22,Zona Norte,Apartamento,1606789
827,485,4,3,1,5,Zona Norte,Studio,1374886
828,346,5,3,2,10,Zona Sul,Studio,989568
829,412,5,3,3,42,Zona Sul,Studio,949284
830,390,3,2,0,26,Zona Oeste,Studio,1507411
831,452,4,2,2,30,Zona Sul,Apartamento,1489683
832,30,1,2,0,29,Zona Norte,Casa,1217286
833,416,1,2,2,2,Zona Oeste,Studio,1436033
834,490,5,2,0,12,Zona Norte,Studio,730646
835,377,5,1,3,39,Centro,Casa,379554
836,219,2,1,1,20,Centro,Casa,1727965
837,220,5,1,1,42,Zona Sul,Cobertura,1956031
838,398,2,3,1,10,Zona Oeste,Casa,476577
839,438,1,3,0,44,Zona Leste,Casa,1772271
840,341,2,2,2,2,Centro,Casa,839963
841,446,2,2,3,37,Centro,Cobertura,1284592
842,451,3,1,3,30,Centro,Casa,762324
843,146,5,2,0,23,Centro,Apartamento,1157163
844,163,2,3,1,41,Zona Sul,Studio,1094171
845,87,1,2,0,11,Zona Oeste,Apartamento,538660
846,73,4,1,2,45,Centro,Cobertura,308131
847,202,2,2,1,42,Zona Sul,Cobertura,1047511
848,189,5,3,0,26,Zona Oeste,Cobertura,680943
849,202,3,1,2,20,Zona Oeste,Cobertura,1893233
850,346,1,2,1,24,Zona Leste,Cobertura,1059998
851,332,3,3,3,29,Zona Norte,Studio,272076
852,178,4,1,2,29,Centro,Casa,675419
853,109,2,1,3,9,Zona Sul,Apartamento,1785907
854,403,2,3,2,2,Zona Oeste,Apartamento,393172
855,242,5,2,1,12,Zona Leste,Casa,986600
856,232,2,2,0,26,Zona Norte,Cobertura,1011119
857,281,1,2,0,17,Zona Oeste,Casa,1552258
858,258,4,1,0,44,Zona Oeste,Cobertura,776188
859,193,3,1,0,23,Centro,Studio,1109776
860,256,4,2,2,45,Zona Norte,Apartamento,1069757
861,176,2,1,0,13,Zona Norte,Apartamento,585651
862,49,3,1,0,38,Zona Sul,Studio,1348617
863,470,5,3,2,43,Zona Leste,Studio,1309045
864,431,4,2,2,3,Zona Sul,Cobertura,1386947
865,76,3,2,1,15,Zona Leste,Casa,1363637
866,262,3,2,2,9,Zona Sul,Cobertura,694964
867,334,3,1,3,47,Zona Leste,Cobertura,900431
868,43,1,1,1,36,Centro,Apartamento,1796234
869,172,4,1,1,26,Zona Leste,Cobertura,1227890
870,444,3,2,0,47,Zona Sul,Casa,248935
871,30,4,1,0,0,Zona Norte,Cobertura,115108
872,402,3,2,3,4,Zona Oeste,Apartamento,1294998
873,83,5,1,0,12,Zona Leste,Casa,1569303
874,403,5,2,2,44,Zona Leste,Casa,1382268
875,288,5,3,2,2,Zona Norte,Apartamento,357617
876,173,2,1,0,16,Centro,Apartamento,1191548
877,470,3,2,0,18,Zona Sul,Cobertura,1710318
878,488,2,3,2,36,Centro,Apartamento,613521
879,41,4,3,1,4,Zona Leste,Studio,858572
880,359,2,1,3,46,Zona Leste,Apartamento,430910
881,253,4,2,3,41,Centro,Studio,1042222
882,301,4,1,1,43,Zona Sul,Apartamento,1713868
883,485,4,3,3,23,Zona Leste,Studio,116834
884,387,2,1,0,42,Zona Leste,Studio,1018763
885,489,3,2,0,32,Centro,Apartamento,1354379
886,437,2,3,0,20,Zona Oeste,Casa,1284425
887,185,3,1,3,2,Zona Norte,Casa,1532800
888,402,3,1,1,3,Zona Leste,Studio,1451063
889,37,4,1,0,31,Zona Sul,Casa,195525
890,151,2,1,1,23,Zona Oeste,Apartamento,1664466
891,377,3,1,2,34,Centro,Studio,1962935
892,193,5,3,2,17,Centro,Cobertura,1822316
893,119,3,3,2,2,Zona Sul,Studio,390394
894,165,5,2,3,38,Zona Oeste,Cobertura,406592
895,215,2,1,3,25,Zona Sul,Cobertura,1261362
896,345,2,2,0,23,Zona Leste,Studio,858552
897,207,2,3,2,0,Zona Oeste,Cobertura,1368704
898,57,3,1,1,49,Zona Norte,Casa,111224
899,249,1,2,3,33,Zona Norte,Cobertura,1756278
900,386,3,1,1,11,Zona Sul,Casa,1501904
901,70,3,1,1,16,Zona Norte,Studio,1685168
902,257,4,2,0,20,Zona Sul,Cobertura,1341236
903,221,4,3,0,20,Zona Leste,Cobertura,1674442
904,440,3,2,1,2,Zona Leste,Casa,1067891
905,476,5,2,1,43,Zona Sul,Casa,1174891
906,174,4,2,1,27,Zona Leste,Studio,993943
907,230,3,1,1,24,Zona Norte,Studio,1096044
908,446,1,3,2,43,Zona Leste,Cobertura,909809
909,241,5,3,1,5,Zona Norte,Apartamento,127541
910,490,2,1,3,41,Zona Norte,Cobertura,1245918
911,249,3,3,0,29,Centro,Cobertura,117943
912,269,3,2,3,31,Zona Leste,Studio,1912000
913,442,5,3,0,21,Zona Leste,Studio,1811824
914,426,4,1,0,37,Zona Sul,Cobertura,289926
915,75,4,3,0,13,Zona Sul,Casa,1349759
916,64,4,1,3,33,Zona Oeste,Studio,759216
917,282,2,2,0,42,Zona Norte,Cobertura,1371471
918,419,5,1,1,46,Centro,Apartamento,1087179
919,111,5,3,1,25,Zona Norte,Cobertura,714040
920,400,4,2,2,39,Zona Leste,Apartamento,1053799
921,285,4,3,2,12,Zona Oeste,Apartamento,410782
922,226,1,1,2,29,Zona Norte,Apartamento,309770
923,332,1,2,1,18,Zona Oeste,Cobertura,352258
924,438,3,1,3,41,Zona Norte,Studio,1940827
925,479,3,3,2,40,Zona Leste,Casa,1775036
926,39,5,1,1,49,Zona Leste,Casa,1637035
927,341,5,3,0,38,Zona Norte,Cobertura,1398787
928,315,2,3,3,2,Centro,Cobertura,1098270
929,271,2,2,3,30,Zona Leste,Apartamento,664360
930,280,1,2,1,11,Zona Sul,Studio,211065
931,394,3,1,1,14,Centro,Cobertura,816373
932,34,1,3,0,44,Zona Norte,Casa,1801940
933,148,1,3,0,37,Centro,Cobertura,521436
934,318,3,2,0,39,Zona Sul,Studio,1599038
935,403,2,2,3,13,Zona Leste,Studio,360084
936,94,3,2,3,34,Zona Leste,Cobertura,1502992
937,175,4,2,2,15,Zona Leste,Cobertura,1064399
938,253,4,1,2,49,Zona Sul,Studio,187659
939,268,4,1,2,23,Centro,Studio,1289341
940,206,5,1,3,16,Zona Norte,Apartamento,1541102
941,296,2,1,0,17,Zona Norte,Cobertura,1771982
942,370,2,2,2,41,Centro,Cobertura,1090624
943,311,5,1,0,16,Zona Leste,Cobertura,768738
944,92,1,1,0,15,Zona Norte,Casa,808577
945,246,4,1,0,20,Zona Leste,Apartamento,770015
946,371,4,2,2,23,Zona Oeste,Studio,688409
947,344,1,3,2,33,Zona Oeste,Apartamento,1487773
948,312,3,2,0,35,Zona Norte,Casa,756683
949,206,3,3,2,42,Centro,Apartamento,452260
950,490,2,3,1,26,Centro,Casa,1197565
951,446,5,1,2,38,Centro,Apartamento,1373277
952,127,2,1,0,16,Zona Leste,Apartamento,1747850
953,134,3,1,0,24,Zona Oeste,Apartamento,1085074
954,128,1,2,3,37,Zona Leste,Cobertura,122974
955,414,2,2,3,41,Zona Sul,Studio,564718
956,434,4,1,0,20,Zona Sul,Apartamento,1965725
957,340,4,2,1,3,Zona Norte,Cobertura,491206
958,35,1,2,3,24,Zona Sul,Cobertura,542567
959,494,3,3,0,29,Centro,Cobertura,1740105
960,226,4,2,3,32,Zona Norte,Casa,390661
961,380,4,3,3,38,Zona Oeste,Apartamento,873979
962,162,5,1,0,25,Zona Oeste,Studio,1658548
963,387,2,2,2,24,Zona Sul,Apartamento,1012457
964,288,3,3,1,15,Zona Sul,Apartamento,971195
965,466,2,2,2,48,Zona Oeste,Studio,1838900
966,52,3,3,0,23,Zona Sul,Cobertura,1573819
967,82,4,3,0,4,Zona Sul,Apartamento,429813
968,194,5,2,1,41,Zona Leste,Cobertura,604933
969,231,2,1,0,38,Zona Oeste,Cobertura,1151154
970,487,4,3,3,12,Zona Oeste,Cobertura,876254
971,112,3,1,1,29,Zona Sul,Studio,1064211
972,174,2,2,2,6,Centro,Cobertura,1599827
973,114,2,2,1,46,Zona Leste,Apartamento,1051085
974,107,4,1,2,16,Centro,Cobertura,1679415
975,486,2,2,0,26,Zona Sul,Casa,1051899
976,395,5,3,2,34,Zona Oeste,Casa,1606476
977,30,5,1,2,4,Centro,Casa,1803628
978,80,4,2,2,41,Zona Norte,Cobertura,1202344
979,202,3,2,1,4,Centro,Apartamento,1643688
980,234,4,1,3,23,Zona Oeste,Apartamento,1478836
981,289,5,3,2,6,Zona Sul,Cobertura,556727
982,475,1,1,1,6,Centro,Cobertura,1466110
983,478,1,2,1,13,Zona Sul,Studio,1541471
984,398,2,2,3,14,Zona Leste,Cobertura,1353671
985,317,2,1,1,4,Zona Norte,Casa,1417833
986,63,1,3,0,36,Zona Oeste,Studio,529235
987,377,5,3,0,3,Zona Oeste,Studio,1066531
988,124,2,3,0,29,Zona Sul,Cobertura,445218
989,101,4,1,3,19,Zona Norte,Cobertura,1242668
990,68,4,3,1,25,Zona Oeste,Studio,673972
991,183,5,3,0,8,Centro,Studio,858791
992,279,2,3,2,29,Zona Oeste,Studio,625175
993,191,4,3,1,43,Centro,Studio,1626984
994,467,2,2,0,47,Zona Oeste,Studio,1790477
995,147,2,1,1,21,Centro,Apartamento,774176
996,288,4,1,0,39,Zona Leste,Studio,464045
997,408,1,3,2,40,Zona Sul,Studio,1304043
998,335,4,1,1,43,Zona Leste,Apartamento,1589443
999,297,5,1,0,29,Centro,Casa,1285173
1000,478,3,2,0,19,Zona Sul,Casa,864276
1001,83,4,1,2,27,Zona Norte,Casa,291651
1002,265,2,2,2,6,Centro,Casa,1605836
1003,418,2,1,0,3,Zona Oeste,Cobertura,1474863
1004,251,4,2,0,27,Zona Oeste,Cobertura,196254
1005,280,3,2,3,34,Zona Norte,Studio,1628330
1006,342,4,1,3,32,Zona Leste,Studio,1108450
1007,430,3,2,1,6,Centro,Casa,1010689
1008,141,3,2,1,8,Zona Oeste,Casa,1872952
1009,284,5,1,3,33,Zona Sul,Apartamento,907422
1010,332,2,2,0,38,Zona Norte,Apartamento,1245689
1011,436,2,2,2,41,Zona Leste,Apartamento,279138
1012,236,3,2,1,33,Zona Leste,Casa,272243
1013,258,2,2,0,12,Zona Sul,Apartamento,1206846
1014,370,1,2,2,28,Zona Sul,Studio,905488
1015,427,3,3,2,34,Zona Norte,Casa,431712
1016,95,2,2,0,44,Zona Sul,Cobertura,550904
1017,104,1,2,0,9,Zona Oeste,Casa,1258154
1018,464,5,2,1,29,Zona Leste,Cobertura,1521647
1019,132,2,2,3,43,Zona Sul,Cobertura,1915891
1020,451,1,1,0,25,Centro,Casa,1105417
1021,221,4,3,3,34,Zona Sul,Apartamento,1859091
1022,281,4,1,1,27,Zona Leste,Studio,1830213
1023,255,1,3,3,28,Zona Oeste,Casa,238497
1024,323,3,2,3,5,Zona Sul,Apartamento,1620220
1025,335,3,2,2,2,Zona Oeste,Cobertura,382374
1026,127,2,3,1,28,Centro,Cobertura,1103440
